GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|PRMINC|PRMINC_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|01|Female|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|19||45.2||6||100||13||35.5||92||14.5||130||29.1||130||12.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|01|Female|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|23||54.8||0||0||23||64.5||117||16.5||0||0||117||18.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|01|Female|DG|Total reporting|||2007|Reference year 2007|43||100||6||100||36||100||70||0||130||0||83||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|01|Female|DH|Item not reported|||2007|Reference year 2007|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|65||0|X|15||0|X|50||0|X|39||0|X|58||0|X|45||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|49||85.8||12||78.1||37||88.5||41||17.4||73||19.1||56||21.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|8||14.2||3||21.9||5||11.5||76||5.2||118||9||108||7.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|DG|Total reporting|||2007|Reference year 2007|57||100||15||100||42||100||39||0||58||0||48||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|DH|Item not reported|||2007|Reference year 2007|7||0|X|0||0|X|7||0|X|131||0|X|0||0|X|131||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|4375||0|X|848||0|X|3527||0|X|9||0|X|11||0|X|11||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|1909||45.7||540||65.7||1369||40.8||10||2.6||9||2.3||14||2.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|2267||54.3||282||34.3||1985||59.2||13||2.6||22||2.3||15||2.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|DG|Total reporting|||2007|Reference year 2007|4176||100||822||100||3354||100||9||0||11||0||10||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|DH|Item not reported|||2007|Reference year 2007|199||0|X|26||0|X|172||0|X|65||0|X|69||0|X|76||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|1517||0|X|265||0|X|1251||0|X|13||0|X|20||0|X|14||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|522||34.6||137||51.5||385||31||26||4.3||23||5.1||29||4.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|985||65.4||129||48.5||856||69||14||4.4||30||5.3||14||4.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|DG|Total reporting|||2007|Reference year 2007|1506||100||265||100||1241||100||13||0||20||0||14||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|DH|Item not reported|||2007|Reference year 2007|10||0|X|0||0|X|10||0|X|54||0|X|0||0|X|54||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|2858||0|X|583||0|X|2276||0|X|11||0|X|12||0|X|14||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|1387||51.9||403||72.4||984||46.6||16||3.4||13||2.5||21||4.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|1283||48.1||153||27.6||1130||53.4||15||3.5||20||2.5||17||4.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|DG|Total reporting|||2007|Reference year 2007|2670||100||556||100||2114||100||10||0||11||0||13||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|DH|Item not reported|||2007|Reference year 2007|188||0|X|26||0|X|162||0|X|69||0|X|69||0|X|81||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|120056||0|X|26083||0|X|93973||0|X|3||0|X|4||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|49107||42.2||14121||55.4||34987||38.5||5||1||5||.8||7||1.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|67351||57.8||11371||44.6||55980||61.5||4||1||5||.8||4||1.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|DG|Total reporting|||2007|Reference year 2007|116459||100||25492||100||90967||100||3||0||4||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|DH|Item not reported|||2007|Reference year 2007|3597||0|X|592||0|X|3006||0|X|18||0|X|25||0|X|18||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|38933||0|X|6779||0|X|32155||0|X|4||0|X|7||0|X|5||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|12964||34.4||2983||45.1||9981||32.2||8||1.5||9||1||10||1.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|24693||65.6||3635||54.9||21058||67.8||5||1.5||5||1||6||1.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|DG|Total reporting|||2007|Reference year 2007|37658||100||6618||100||31040||100||4||0||7||0||5||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|DH|Item not reported|||2007|Reference year 2007|1276||0|X|161||0|X|1115||0|X|20||0|X|33||0|X|25||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|81123||0|X|19305||0|X|61818||0|X|3||0|X|4||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|36143||45.9||11138||59||25005||41.7||5||1||4||1.2||7||1.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|42658||54.1||7736||41||34922||58.3||4||1||8||1.2||4||1.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|DG|Total reporting|||2007|Reference year 2007|78801||100||18874||100||59927||100||3||0||4||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|DH|Item not reported|||2007|Reference year 2007|2322||0|X|431||0|X|1891||0|X|22||0|X|28||0|X|22||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|21958||0|X|4099||0|X|17859||0|X|5||0|X|7||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|8983||42.1||2235||56.2||6748||38.9||8||1.2||9||1.6||9||1.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|12332||57.9||1742||43.8||10590||61.1||5||1.2||8||1.6||6||1.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|DG|Total reporting|||2007|Reference year 2007|21315||100||3977||100||17337||100||5||0||7||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|DH|Item not reported|||2007|Reference year 2007|643||0|X|122||0|X|521||0|X|35||0|X|36||0|X|42||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|387||0|X|76||0|X|310||0|X|40||0|X|37||0|X|50||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|160||51.2||42||56.3||119||49.6||69||10.5||65||10.6||97||9.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|153||48.8||33||43.7||120||50.4||46||10.3||60||10||55||9.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|DG|Total reporting|||2007|Reference year 2007|313||100||74||100||239||100||42||0||38||0||56||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|DH|Item not reported|||2007|Reference year 2007|73||0|X|2||0|X|71||0|X|70||0|X|0||0|X|72||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|21571||0|X|4023||0|X|17549||0|X|5||0|X|7||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|02|Male|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|8822||42||2193||56.2||6629||38.8||8||1.2||8||1.6||9||1.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|02|Male|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|12179||58||1710||43.8||10469||61.2||5||1.2||9||1.6||6||1.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|02|Male|DG|Total reporting|||2007|Reference year 2007|21001||100||3903||100||17099||100||5||0||7||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|02|Male|DH|Item not reported|||2007|Reference year 2007|570||0|X|120||0|X|450||0|X|34||0|X|36||0|X|44||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|102473||0|X|22832||0|X|79641||0|X|4||0|X|4||0|X|5||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|42033||42.3||12425||55.6||29608||38.5||6||1.1||5||.8||8||1.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|57287||57.7||9911||44.4||47376||61.5||5||1.1||5||.8||6||1.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|00|All owners of respondent firms|DG|Total reporting|||2007|Reference year 2007|99320||100||22336||100||76984||100||4||0||4||0||5||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|00|All owners of respondent firms|DH|Item not reported|||2007|Reference year 2007|3153||0|X|496||0|X|2657||0|X|19||0|X|23||0|X|20||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|40063||0|X|6968||0|X|33096||0|X|3||0|X|7||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|01|Female|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|13326||34.3||3078||45.2||10248||32||7||1.4||8||.8||8||1.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|01|Female|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|25525||65.7||3731||54.8||21794||68||5||1.4||6||.8||6||1.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|01|Female|DG|Total reporting|||2007|Reference year 2007|38851||100||6809||100||32042||100||3||0||7||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|01|Female|DH|Item not reported|||2007|Reference year 2007|1213||0|X|159||0|X|1054||0|X|21||0|X|34||0|X|27||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|62410||0|X|15865||0|X|46545||0|X|4||0|X|5||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|02|Male|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|28707||47.5||9347||60.2||19360||43.1||6||1.2||4||1.2||9||1.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|02|Male|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|31762||52.5||6180||39.8||25582||56.9||6||1.3||8||1.2||6||1.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|02|Male|DG|Total reporting|||2007|Reference year 2007|60469||100||15527||100||44942||100||5||0||4||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|02|Male|DH|Item not reported|||2007|Reference year 2007|1941||0|X|338||0|X|1603||0|X|24||0|X|26||0|X|25||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|14369||0|X|3232||0|X|11138||0|X|4||0|X|11||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|4822||34.5||1515||48.4||3307||30.5||9||1.9||14||1.5||11||2.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|9158||65.5||1615||51.6||7543||69.5||7||1.9||12||1.5||10||2.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|00|All owners of respondent firms|DG|Total reporting|||2007|Reference year 2007|13979||100||3130||100||10849||100||5||0||12||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|00|All owners of respondent firms|DH|Item not reported|||2007|Reference year 2007|390||0|X|102||0|X|289||0|X|31||0|X|31||0|X|37||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|4605||0|X|848||0|X|3757||0|X|8||0|X|17||0|X|10||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|01|Female|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|1288||28.9||363||43.5||925||25.6||15||3.4||22||2.7||17||3.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|01|Female|DF|Business was not the owner's primary source of personal income|||2007|Reference year 2007|3162||71.1||472||56.5||2691||74.4||15||3.5||20||2.6||17||3.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|01|Female|DG|Total reporting|||2007|Reference year 2007|4450||100||834||100||3616||100||9||0||18||0||11||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|01|Female|DH|Item not reported|||2007|Reference year 2007|155||0|X|13||0|X|142||0|X|40||0|X|8||0|X|44||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|9764||0|X|2384||0|X|7380||0|X|4||0|X|9||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|02|Male|DE|Business was the owner's primary source of personal income|||2007|Reference year 2007|3534||37.1||1152||50.2||2381||32.9||10||1.9||14||2.4||13||2.6|
