GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|ACQBUS|ACQBUS_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|00|All owners of respondent firms|CA|Founded|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|118994||73.7||14531||67.3||104463||74.7||3||.7||2||1||3||.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|00|All owners of respondent firms|CB|Purchased|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|26633||16.5||4181||19.4||22453||16.1||4||.6||8||1||6||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|00|All owners of respondent firms|CC|Inherited|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|6859||4.2||948||4.4||5911||4.2||12||.3||18||.5||13||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|00|All owners of respondent firms|CD|Transfer of ownership or gift|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|9472||5.9||2078||9.6||7393||5.3||10||.4||16||.9||12||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|00|All owners of respondent firms|CE|Total reporting|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|161437||100||21604||100||139833||100||2||0||2||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|00|All owners of respondent firms|CF|Item not reported|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|6216||0|X|454||0|X|5762||0|X|12||0|X|19||0|X|12||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|01|Female|A2|All owners of respondent firms|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|57871||0|X|7545||0|X|50326||0|X|3||0|X|5||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|01|Female|CA|Founded|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|38571||69.5||4797||65.3||33774||70.2||5||.9||6||1.9||6||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|01|Female|CB|Purchased|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|9168||16.5||1324||18||7843||16.3||5||.7||12||1.3||6||.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|01|Female|CC|Inherited|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|3025||5.5||369||5||2656||5.5||13||.4||15||.5||13||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|01|Female|CD|Transfer of ownership or gift|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|4872||8.8||896||12.2||3976||8.3||7||.5||23||1.5||9||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|01|Female|CE|Total reporting|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|55473||100||7342||100||48131||100||3||0||5||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|01|Female|CF|Item not reported|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|2398||0|X|203||0|X|2195||0|X|20||0|X|34||0|X|20||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|02|Male|A2|All owners of respondent firms|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|109782||0|X|14513||0|X|95269||0|X|2||0|X|4||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|02|Male|CA|Founded|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|80424||75.9||9734||68.3||70690||77.1||2||.7||3||.7||2||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|02|Male|CB|Purchased|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|17466||16.5||2856||20||14609||15.9||6||.7||10||1.1||8||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|02|Male|CC|Inherited|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|3834||3.6||579||4.1||3255||3.5||18||.4||24||.6||20||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|02|Male|CD|Transfer of ownership or gift|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|4600||4.3||1183||8.3||3417||3.7||15||.4||16||.8||19||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|02|Male|CE|Total reporting|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|105964||100||14262||100||91702||100||2||0||3||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|11|Forestry, fishing & hunting, and agricultural support services (NAICS 113-115)|11|Agriculture, forestry, fishing and hunting|V4|Nonveteran|02|Male|CF|Item not reported|601|Crop and Animal Production (NAICS 111 and 112) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|3818||0|X|251||0|X|3567||0|X|17||0|X|27||0|X|17||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|124431||0|X|26931||0|X|97500||0|X|3||0|X|4||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|00|All owners of respondent firms|CA|Founded|||2007|Reference year 2007|75069||61.9||15932||60.3||59138||62.3||3||.8||5||1.3||5||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|00|All owners of respondent firms|CB|Purchased|||2007|Reference year 2007|25655||21.2||5224||19.8||20430||21.5||7||.7||7||1||9||1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|00|All owners of respondent firms|CC|Inherited|||2007|Reference year 2007|11564||9.5||2189||8.3||9375||9.9||7||.5||11||.6||9||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|00|All owners of respondent firms|CD|Transfer of ownership or gift|||2007|Reference year 2007|10162||8.4||3260||12.3||6902||7.3||8||.4||14||.8||11||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|00|All owners of respondent firms|CE|Total reporting|||2007|Reference year 2007|121289||100||26421||100||94868||100||3||0||4||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|00|All owners of respondent firms|CF|Item not reported|||2007|Reference year 2007|3142||0|X|510||0|X|2632||0|X|21||0|X|25||0|X|24||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|40450||0|X|7044||0|X|33406||0|X|3||0|X|7||0|X|5||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|01|Female|CA|Founded|||2007|Reference year 2007|21513||54.4||3766||54.6||17747||54.4||6||1.4||7||1.3||7||1.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|01|Female|CB|Purchased|||2007|Reference year 2007|7604||19.2||913||13.2||6692||20.5||10||1.1||10||.9||11||1.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|01|Female|CC|Inherited|||2007|Reference year 2007|5739||14.5||903||13.1||4836||14.8||10||1.1||19||1.4||12||1.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|01|Female|CD|Transfer of ownership or gift|||2007|Reference year 2007|5138||13||1359||19.7||3780||11.6||10||.9||16||1.1||16||1.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|01|Female|CE|Total reporting|||2007|Reference year 2007|39543||100||6895||100||32648||100||4||0||7||0||5||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|01|Female|CF|Item not reported|||2007|Reference year 2007|907||0|X|149||0|X|758||0|X|21||0|X|34||0|X|22||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|83981||0|X|19887||0|X|64094||0|X|3||0|X|4||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|02|Male|CA|Founded|||2007|Reference year 2007|53556||65.5||12166||62.3||41391||66.5||3||.9||6||1.3||4||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|02|Male|CB|Purchased|||2007|Reference year 2007|18050||22.1||4312||22.1||13738||22.1||8||.8||8||1.1||10||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|02|Male|CC|Inherited|||2007|Reference year 2007|5826||7.1||1286||6.6||4539||7.3||10||.5||13||.5||14||.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|02|Male|CD|Transfer of ownership or gift|||2007|Reference year 2007|5024||6.1||1902||9.7||3122||5||11||.4||16||.7||15||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|02|Male|CE|Total reporting|||2007|Reference year 2007|81746||100||19526||100||62220||100||3||0||4||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|00|All owners of respondent firms|02|Male|CF|Item not reported|||2007|Reference year 2007|2235||0|X|361||0|X|1874||0|X|22||0|X|29||0|X|26||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|20|Hispanic|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|2116||0|X|464||0|X|1653||0|X|12||0|X|18||0|X|16||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|20|Hispanic|00|All owners of respondent firms|CA|Founded|||2007|Reference year 2007|1537||73.9||317||69.5||1220||75.2||14||3.9||17||5||15||4.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|20|Hispanic|00|All owners of respondent firms|CB|Purchased|||2007|Reference year 2007|389||18.7||80||17.6||309||19||43||4.5||49||5||54||4.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|20|Hispanic|00|All owners of respondent firms|CC|Inherited|||2007|Reference year 2007|45||2.2||4||.9||41||2.5||69||1||0||0||75||1.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|20|Hispanic|00|All owners of respondent firms|CD|Transfer of ownership or gift|||2007|Reference year 2007|108||5.2||55||12.1||53||3.3||41||1.7||64||3.3||67||1.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|20|Hispanic|00|All owners of respondent firms|CE|Total reporting|||2007|Reference year 2007|2079||100||456||100||1623||100||12||0||17||0||16||0|
