GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|USBORN|USBORN_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|01|Female|EK|Item not reported|||2007|Reference year 2007|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|65||0|X|15||0|X|50||0|X|39||0|X|58||0|X|45||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|EH|Owner was born in the U.S.|||2007|Reference year 2007|23||39.5||3||21.9||19||45.8||56||11.4||118||9||67||14.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|EI|Owner was not born in the U.S.|||2007|Reference year 2007|35||60.5||12||78.1||23||54.2||57||14.7||73||19.1||88||16.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|EJ|Total reporting|||2007|Reference year 2007|57||100||15||100||42||100||39||0||58||0||48||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|80|Some other race|02|Male|EK|Item not reported|||2007|Reference year 2007|7||0|X|0||0|X|7||0|X|131||0|X|0||0|X|131||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|4375||0|X|848||0|X|3527||0|X|9||0|X|11||0|X|11||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|EH|Owner was born in the U.S.|||2007|Reference year 2007|3047||72.3||612||75.5||2435||71.5||15||3.3||16||3.4||17||3.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|EI|Owner was not born in the U.S.|||2007|Reference year 2007|1169||27.7||199||24.5||970||28.5||16||3.2||18||3.1||19||3.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|EJ|Total reporting|||2007|Reference year 2007|4216||100||811||100||3405||100||10||0||11||0||12||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|00|All owners of respondent firms|EK|Item not reported|||2007|Reference year 2007|159||0|X|37||0|X|121||0|X|33||0|X|42||0|X|43||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|1517||0|X|265||0|X|1251||0|X|13||0|X|20||0|X|14||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|EH|Owner was born in the U.S.|||2007|Reference year 2007|1001||68.1||224||84.7||777||64.4||19||5.2||24||4||20||5.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|EI|Owner was not born in the U.S.|||2007|Reference year 2007|470||31.9||40||15.3||429||35.6||24||5.1||23||3.2||26||5.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|EJ|Total reporting|||2007|Reference year 2007|1471||100||264||100||1207||100||14||0||20||0||15||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|01|Female|EK|Item not reported|||2007|Reference year 2007|46||0|X|1||0|X|45||0|X|74||0|X|0||0|X|76||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|2858||0|X|583||0|X|2276||0|X|11||0|X|12||0|X|14||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|EH|Owner was born in the U.S.|||2007|Reference year 2007|2046||74.5||388||71||1658||75.4||14||3.4||15||4.1||17||3.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|EI|Owner was not born in the U.S.|||2007|Reference year 2007|700||25.5||159||29||541||24.6||19||3.2||25||3.9||24||3.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|EJ|Total reporting|||2007|Reference year 2007|2745||100||546||100||2199||100||10||0||11||0||13||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|90|Minority|02|Male|EK|Item not reported|||2007|Reference year 2007|113||0|X|36||0|X|77||0|X|48||0|X|44||0|X|65||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|120056||0|X|26083||0|X|93973||0|X|3||0|X|4||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|EH|Owner was born in the U.S.|||2007|Reference year 2007|113508||98.3||24783||98.3||88725||98.3||3||.1||4||.4||4||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|EI|Owner was not born in the U.S.|||2007|Reference year 2007|1975||1.7||423||1.7||1552||1.7||13||.1||37||.4||13||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|EJ|Total reporting|||2007|Reference year 2007|115483||100||25206||100||90277||100||3||0||4||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|00|All owners of respondent firms|EK|Item not reported|||2007|Reference year 2007|4574||0|X|877||0|X|3696||0|X|11||0|X|22||0|X|13||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|38933||0|X|6779||0|X|32155||0|X|4||0|X|7||0|X|5||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|EH|Owner was born in the U.S.|||2007|Reference year 2007|36640||98.2||6348||98.1||30292||98.2||4||.1||6||.6||5||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|EI|Owner was not born in the U.S.|||2007|Reference year 2007|688||1.8||123||1.9||565||1.8||13||.1||58||.7||16||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|EJ|Total reporting|||2007|Reference year 2007|37328||100||6472||100||30857||100||4||0||6||0||5||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|01|Female|EK|Item not reported|||2007|Reference year 2007|1605||0|X|307||0|X|1298||0|X|13||0|X|30||0|X|14||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|81123||0|X|19305||0|X|61818||0|X|3||0|X|4||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|EH|Owner was born in the U.S.|||2007|Reference year 2007|76868||98.4||18435||98.4||58433||98.3||3||.2||4||.3||4||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|EI|Owner was not born in the U.S.|||2007|Reference year 2007|1286||1.6||300||1.6||987||1.7||18||.2||31||.3||21||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|EJ|Total reporting|||2007|Reference year 2007|78154||100||18734||100||59420||100||3||0||4||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|92|Nonminority|02|Male|EK|Item not reported|||2007|Reference year 2007|2968||0|X|570||0|X|2398||0|X|15||0|X|24||0|X|18||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|21958||0|X|4099||0|X|17859||0|X|5||0|X|7||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|EH|Owner was born in the U.S.|||2007|Reference year 2007|20656||99.7||3922||99.8||16734||99.6||5||.1||8||.1||6||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|EI|Owner was not born in the U.S.|||2007|Reference year 2007|70||.3||10||.2||60||.4||55||.1||27||0||61||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|EJ|Total reporting|||2007|Reference year 2007|20726||100||3932||100||16794||100||5||0||7||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|EK|Item not reported|||2007|Reference year 2007|1232||0|X|167||0|X|1064||0|X|26||0|X|26||0|X|29||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|387||0|X|76||0|X|310||0|X|40||0|X|37||0|X|50||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|EH|Owner was born in the U.S.|||2007|Reference year 2007|238||100||75||100||163||100||43||0||37||0||61||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|EI|Owner was not born in the U.S.|||2007|Reference year 2007|0||0||0||0||0||0||0||0||0||0||0||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|EJ|Total reporting|||2007|Reference year 2007|238||100||75||100||163||100||43||0||37||0||61||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|EK|Item not reported|||2007|Reference year 2007|149||0|X|1||0|X|148||0|X|58||0|X|0||0|X|59||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|21571||0|X|4023||0|X|17549||0|X|5||0|X|7||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|02|Male|EH|Owner was born in the U.S.|||2007|Reference year 2007|20418||99.7||3847||99.8||16572||99.6||5||.1||8||.1||7||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|02|Male|EI|Owner was not born in the U.S.|||2007|Reference year 2007|70||.3||10||.2||60||.4||55||.1||27||0||61||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|02|Male|EJ|Total reporting|||2007|Reference year 2007|20488||100||3856||100||16632||100||5||0||8||0||7||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|02|Male|EK|Item not reported|||2007|Reference year 2007|1083||0|X|166||0|X|917||0|X|24||0|X|26||0|X|27||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|102473||0|X|22832||0|X|79641||0|X|4||0|X|4||0|X|5||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|00|All owners of respondent firms|EH|Owner was born in the U.S.|||2007|Reference year 2007|95899||96.9||21473||97.2||74426||96.8||4||.2||4||.4||5||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|00|All owners of respondent firms|EI|Owner was not born in the U.S.|||2007|Reference year 2007|3074||3.1||612||2.8||2461||3.2||12||.2||25||.4||14||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|00|All owners of respondent firms|EJ|Total reporting|||2007|Reference year 2007|98973||100||22085||100||76888||100||4||0||4||0||5||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|00|All owners of respondent firms|EK|Item not reported|||2007|Reference year 2007|3501||0|X|747||0|X|2753||0|X|11||0|X|22||0|X|13||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|40063||0|X|6968||0|X|33096||0|X|3||0|X|7||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|01|Female|EH|Owner was born in the U.S.|||2007|Reference year 2007|37403||97||6497||97.5||30906||96.9||3||.2||6||.6||5||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|01|Female|EI|Owner was not born in the U.S.|||2007|Reference year 2007|1158||3||164||2.5||994||3.1||13||.2||43||.6||16||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|01|Female|EJ|Total reporting|||2007|Reference year 2007|38561||100||6661||100||31901||100||3||0||6||0||5||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|01|Female|EK|Item not reported|||2007|Reference year 2007|1502||0|X|307||0|X|1195||0|X|16||0|X|30||0|X|18||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|62410||0|X|15865||0|X|46545||0|X|4||0|X|5||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|02|Male|EH|Owner was born in the U.S.|||2007|Reference year 2007|58495||96.8||14976||97.1||43520||96.7||4||.3||4||.4||6||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|02|Male|EI|Owner was not born in the U.S.|||2007|Reference year 2007|1916||3.2||449||2.9||1467||3.3||15||.3||22||.3||17||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|02|Male|EJ|Total reporting|||2007|Reference year 2007|60411||100||15424||100||44987||100||4||0||5||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|02|Male|EK|Item not reported|||2007|Reference year 2007|1999||0|X|440||0|X|1558||0|X|18||0|X|24||0|X|22||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|14369||0|X|3232||0|X|11138||0|X|4||0|X|11||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|00|All owners of respondent firms|EH|Owner was born in the U.S.|||2007|Reference year 2007|12781||92.3||2901||95||9880||91.6||5||.8||13||.7||7||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|00|All owners of respondent firms|EI|Owner was not born in the U.S.|||2007|Reference year 2007|1060||7.7||152||5||908||8.4||17||.8||25||.7||18||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|00|All owners of respondent firms|EJ|Total reporting|||2007|Reference year 2007|13841||100||3053||100||10788||100||4||0||12||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|00|All owners of respondent firms|EK|Item not reported|||2007|Reference year 2007|529||0|X|179||0|X|350||0|X|19||0|X|23||0|X|30||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|4605||0|X|848||0|X|3757||0|X|8||0|X|17||0|X|10||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|01|Female|EH|Owner was born in the U.S.|||2007|Reference year 2007|4080||92.4||801||97.2||3279||91.3||8||1||17||.7||9||1.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|01|Female|EI|Owner was not born in the U.S.|||2007|Reference year 2007|336||7.6||23||2.8||313||8.7||23||1||57||.7||24||1.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|01|Female|EJ|Total reporting|||2007|Reference year 2007|4416||100||824||100||3592||100||8||0||18||0||9||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|01|Female|EK|Item not reported|||2007|Reference year 2007|189||0|X|24||0|X|165||0|X|37||0|X|28||0|X|44||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|9764||0|X|2384||0|X|7380||0|X|4||0|X|9||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|02|Male|EH|Owner was born in the U.S.|||2007|Reference year 2007|8701||92.3||2100||94.2||6601||91.7||5||.9||11||1||7||1.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|02|Male|EI|Owner was not born in the U.S.|||2007|Reference year 2007|724||7.7||129||5.8||594||8.3||16||.9||29||1||18||1.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|02|Male|EJ|Total reporting|||2007|Reference year 2007|9425||100||2229||100||7196||100||4||0||11||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|02|Male|EK|Item not reported|||2007|Reference year 2007|340||0|X|155||0|X|185||0|X|19||0|X|29||0|X|40||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|20|Hispanic|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|799||0|X|85||0|X|714||0|X|23||0|X|45||0|X|27||0|X
