GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|PRIORBUS|PRIORBUS_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|00|All owners of respondent firms|DL|Item not reported|||2007|Reference year 2007|438||0|X|88||0|X|350||0|X|29||0|X|31||0|X|35||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|387||0|X|76||0|X|310||0|X|40||0|X|37||0|X|50||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|39||12.2||20||26.7||19||7.7||60||5.3||74||10.4||110||3.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|280||87.8||55||73.3||225||92.3||40||6||49||11.6||53||3.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|DK|Total reporting|||2007|Reference year 2007|319||100||75||100||243||100||41||0||37||0||54||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|01|Female|DL|Item not reported|||2007|Reference year 2007|68||0|X|1||0|X|67||0|X|77||0|X|0||0|X|78||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|21571||0|X|4023||0|X|17549||0|X|5||0|X|7||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|02|Male|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|11560||54.5||2547||64.7||9013||52.2||8||1.8||8||1.7||10||2.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|02|Male|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|9642||45.5||1389||35.3||8253||47.8||6||1.8||10||1.6||7||2.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|02|Male|DK|Total reporting|||2007|Reference year 2007|21202||100||3936||100||17266||100||5||0||7||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V2|Veteran|02|Male|DL|Item not reported|||2007|Reference year 2007|370||0|X|87||0|X|283||0|X|32||0|X|32||0|X|42||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|102473||0|X|22832||0|X|79641||0|X|4||0|X|4||0|X|5||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|00|All owners of respondent firms|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|41114||41.1||10501||47.1||30613||39.4||6||.9||5||.9||8||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|00|All owners of respondent firms|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|58860||58.9||11792||52.9||47069||60.6||3||.9||5||.9||4||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|00|All owners of respondent firms|DK|Total reporting|||2007|Reference year 2007|99974||100||22293||100||77681||100||4||0||4||0||5||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|00|All owners of respondent firms|DL|Item not reported|||2007|Reference year 2007|2499||0|X|539||0|X|1959||0|X|17||0|X|19||0|X|21||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|40063||0|X|6968||0|X|33096||0|X|3||0|X|7||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|01|Female|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|10787||27.4||2057||30.3||8730||26.8||8||1.1||8||1.2||10||1.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|01|Female|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|28521||72.6||4725||69.7||23796||73.2||3||1.1||8||1.2||4||1.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|01|Female|DK|Total reporting|||2007|Reference year 2007|39307||100||6781||100||32526||100||3||0||7||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|01|Female|DL|Item not reported|||2007|Reference year 2007|756||0|X|186||0|X|570||0|X|19||0|X|20||0|X|28||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|62410||0|X|15865||0|X|46545||0|X|4||0|X|5||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|02|Male|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|30327||50||8445||54.4||21883||48.5||7||1||6||1.1||9||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|02|Male|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|30340||50||7067||45.6||23273||51.5||4||1||5||1.1||5||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|02|Male|DK|Total reporting|||2007|Reference year 2007|60667||100||15512||100||45156||100||5||0||4||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|21|Mining|21|Mining, quarrying, and oil and gas extraction|V4|Nonveteran|02|Male|DL|Item not reported|||2007|Reference year 2007|1743||0|X|353||0|X|1390||0|X|19||0|X|24||0|X|23||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|14369||0|X|3232||0|X|11138||0|X|4||0|X|11||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|00|All owners of respondent firms|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|5887||42.2||1560||50.1||4327||39.9||7||1.1||14||1.7||8||1.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|00|All owners of respondent firms|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|8072||57.8||1553||49.9||6519||60.1||6||1.2||13||1.7||8||1.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|00|All owners of respondent firms|DK|Total reporting|||2007|Reference year 2007|13959||100||3113||100||10846||100||4||0||12||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|00|All owners of respondent firms|DL|Item not reported|||2007|Reference year 2007|411||0|X|119||0|X|292||0|X|17||0|X|24||0|X|21||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|4605||0|X|848||0|X|3757||0|X|8||0|X|17||0|X|10||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|01|Female|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|1370||30.7||240||28.9||1130||31.1||14||1.5||28||2.8||17||2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|01|Female|DJ|Did not previously own another business and was not self-employed|||2007|Reference year 2007|3092||69.3||590||71.1||2503||68.9||8||1.5||17||2.8||9||2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|01|Female|DK|Total reporting|||2007|Reference year 2007|4462||100||830||100||3633||100||9||0||18||0||10||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|01|Female|DL|Item not reported|||2007|Reference year 2007|143||0|X|18||0|X|125||0|X|44||0|X|19||0|X|48||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|9764||0|X|2384||0|X|7380||0|X|4||0|X|9||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|22|Utilities|22|Utilities|00|All owners of respondent firms|02|Male|DI|Previously owned another business or was self-employed|||2007|Reference year 2007|4518||47.6||1321||57.8||3197||44.3||5||1.6||13||1.9||6||2.4|
