GEOTYPE|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEO_TTL|FOOTID_GEO|NAICS2012|NAICS2012_TTL|FOOTID_NAICS|CBOGROUP|CBOGROUP_TTL|CBOSEX|CBOSEX_TTL|PRMINC|PRMINC_TTL|YEAR|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||29|Non-Hispanic|02|Male|DG|Total reporting|2012|12811561||100.0||3704107||100.0||9107454||100.0||.1||0||.3||0||.2||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||29|Non-Hispanic|02|Male|DH|Item not reported|2012|65773||0|X|6444||0|X|59329||0|X|3.8||0|X|7.8||0|X|4.0||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||30|White|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|9059759||46.6||3326960||68.1||5732800||39.4||.1||.1||.3||.1||.1||.1|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||30|White|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|10378031||53.4||1561211||31.9||8816819||60.6||.3||.1||.3||.1||.3||.1|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||30|White|00|All owners of respondent firms|DG|Total reporting|2012|19437790||100.0||4888171||100.0||14549619||100.0||.1||0||.2||0||.2||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||30|White|00|All owners of respondent firms|DH|Item not reported|2012|126423||0|X|8464||0|X|117959||0|X|2.0||0|X|7.1||0|X|2.2||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||30|White|01|Female|DE|Business was the owner's primary source of personal income|2012|3086120||42.4||854471||60.7||2231648||38.0||.3||.1||.5||.2||.3||.1|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||30|White|01|Female|DF|Business was not the owner's primary source of personal income|2012|4197069||57.6||553420||39.3||3643649||62.0||.4||.1||.6||.2||.4||.1|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||30|White|01|Female|DG|Total reporting|2012|7283189||100.0||1407892||100.0||5875297||100.0||.3||0||.4||0||.3||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||30|White|01|Female|DH|Item not reported|2012|66625||0|X|2488||0|X|64138||0|X|1.7||0|X|11.6||0|X|1.8||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||30|White|02|Male|DE|Business was the owner's primary source of personal income|2012|5973640||49.1||2472488||71.0||3501152||40.4||.2||.1||.3||.1||.3||.1|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||30|White|02|Male|DF|Business was not the owner's primary source of personal income|2012|6180961||50.9||1007791||29.0||5173170||59.6||.3||.1||.4||.1||.4||.1|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||30|White|02|Male|DG|Total reporting|2012|12154601||100.0||3480279||100.0||8674322||100.0||.2||0||.3||0||.2||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||30|White|02|Male|DH|Item not reported|2012|59797||0|X|5976||0|X|53821||0|X|3.5||0|X|8.5||0|X|3.6||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||40|Black or African American|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|444223||46.1||61067||64.2||383156||44.1||.9||.3||1.6||.9||1.0||.4|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||40|Black or African American|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|520014||53.9||33984||35.8||486030||55.9||1.2||.3||2.8||.9||1.2||.4|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||40|Black or African American|00|All owners of respondent firms|DG|Total reporting|2012|964238||100.0||95051||100.0||869187||100.0||.8||0||.9||0||.8||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||40|Black or African American|00|All owners of respondent firms|DH|Item not reported|2012|29445||0|X|258||0|X|29187||0|X|5.0||0|X|26.2||0|X|5.2||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||40|Black or African American|01|Female|DE|Business was the owner's primary source of personal income|2012|225254||45.9||21930||59.1||203324||44.9||1.6||.6||2.8||1.1||1.6||.6|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||40|Black or African American|01|Female|DF|Business was not the owner's primary source of personal income|2012|265111||54.1||15154||40.9||249956||55.1||1.5||.6||3.1||1.1||1.6||.6|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||40|Black or African American|01|Female|DG|Total reporting|2012|490365||100.0||37084||100.0||453280||100.0||1.1||0||1.7||0||1.1||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||40|Black or African American|01|Female|DH|Item not reported|2012|21790||0|X|121||0|X|21669||0|X|5.8||0|X|39.6||0|X|5.9||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||40|Black or African American|02|Male|DE|Business was the owner's primary source of personal income|2012|218969||46.2||39137||67.5||179832||43.2||.8||.5||2.1||.9||1.0||.5|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||40|Black or African American|02|Male|DF|Business was not the owner's primary source of personal income|2012|254904||53.8||18830||32.5||236074||56.8||1.5||.5||3.0||.9||1.5||.5|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||40|Black or African American|02|Male|DG|Total reporting|2012|473873||100.0||57967||100.0||415906||100.0||.8||0||1.3||0||.8||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||40|Black or African American|02|Male|DH|Item not reported|2012|7655||0|X|136||0|X|7518||0|X|8.4||0|X|29.2||0|X|8.7||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||50|American Indian and Alaska Native|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|92581||49.8||22032||68.9||70549||45.8||1.6||.7||3.2||1.1||1.8||.8|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||50|American Indian and Alaska Native|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|93281||50.2||9930||31.1||83351||54.2||2.7||.7||5.7||1.1||2.6||.8|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||50|American Indian and Alaska Native|00|All owners of respondent firms|DG|Total reporting|2012|185862||100.0||31962||100.0||153900||100.0||1.7||0||3.4||0||1.6||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||50|American Indian and Alaska Native|00|All owners of respondent firms|DH|Item not reported|2012|3749||0|X|33||0|X|3716||0|X|10.4||0|X|52.0||0|X|10.6||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||50|American Indian and Alaska Native|01|Female|DE|Business was the owner's primary source of personal income|2012|36446||45.3||6778||60.0||29668||42.9||3.2||1.1||4.1||2.1||4.2||1.4|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||50|American Indian and Alaska Native|01|Female|DF|Business was not the owner's primary source of personal income|2012|44069||54.7||4509||40.0||39560||57.1||3.3||1.1||7.5||2.1||3.3||1.4|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||50|American Indian and Alaska Native|01|Female|DG|Total reporting|2012|80515||100.0||11287||100.0||69228||100.0||2.3||0||3.6||0||2.4||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||50|American Indian and Alaska Native|01|Female|DH|Item not reported|2012|2197||0|X|4||0|X|2193||0|X|13.9||0|X|52.5||0|X|14.0||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||50|American Indian and Alaska Native|02|Male|DE|Business was the owner's primary source of personal income|2012|56135||53.3||15254||73.8||40881||48.3||2.1||.9||3.7||.9||2.3||1.0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||50|American Indian and Alaska Native|02|Male|DF|Business was not the owner's primary source of personal income|2012|49211||46.7||5421||26.2||43791||51.7||3.5||.9||5.4||.9||3.7||1.0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||50|American Indian and Alaska Native|02|Male|DG|Total reporting|2012|105347||100.0||20675||100.0||84672||100.0||2.2||0||3.6||0||2.3||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||50|American Indian and Alaska Native|02|Male|DH|Item not reported|2012|1552||0|X|28||0|X|1524||0|X|15.0||0|X|60.3||0|X|15.6||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||60|Asian|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|842073||55.8||321274||67.9||520800||50.3||.5||.3||1.1||.3||.4||.3|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||60|Asian|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|665982||44.2||152153||32.1||513829||49.7||1.2||.3||1.6||.3||1.3||.3|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||60|Asian|00|All owners of respondent firms|DG|Total reporting|2012|1508055||100.0||473427||100.0||1034629||100.0||.6||0||1.0||0||.7||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||60|Asian|00|All owners of respondent firms|DH|Item not reported|2012|13136||0|X|1083||0|X|12053||0|X|5.8||0|X|8.3||0|X|6.5||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||60|Asian|01|Female|DE|Business was the owner's primary source of personal income|2012|355712||55.6||115168||68.6||240544||51.0||.7||.2||1.4||.6||1.3||.3|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||60|Asian|01|Female|DF|Business was not the owner's primary source of personal income|2012|284154||44.4||52796||31.4||231358||49.0||1.1||.2||2.4||.6||1.1||.3|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||60|Asian|01|Female|DG|Total reporting|2012|639866||100.0||167964||100.0||471902||100.0||.8||0||1.2||0||1.0||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||60|Asian|01|Female|DH|Item not reported|2012|6976||0|X|374||0|X|6602||0|X|7.7||0|X|16.3||0|X|8.2||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||60|Asian|02|Male|DE|Business was the owner's primary source of personal income|2012|486361||56.0||206105||67.5||280256||49.8||.8||.5||1.3||.4||1.0||.6|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||60|Asian|02|Male|DF|Business was not the owner's primary source of personal income|2012|381827||44.0||99357||32.5||282471||50.2||1.4||.5||2.0||.4||1.8||.6|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||60|Asian|02|Male|DG|Total reporting|2012|868189||100.0||305462||100.0||562727||100.0||.6||0||1.3||0||.7||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||60|Asian|02|Male|DH|Item not reported|2012|6160||0|X|709||0|X|5451||0|X|11.0||0|X|12.7||0|X|12.8||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|17152||47.6||4350||64.8||12802||43.7||5.4||1.9||6.5||2.6||7.3||2.2|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|18872||52.4||2361||35.2||16512||56.3||6.8||1.9||14.1||2.6||6.6||2.2|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|DG|Total reporting|2012|36024||100.0||6711||100.0||29313||100.0||4.9||0||8.1||0||5.3||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|DH|Item not reported|2012|457||0|X|22||0|X|435||0|X|29.7||0|X|66.6||0|X|32.0||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||70|Native Hawaiian and Other Pacific Islander|01|Female|DE|Business was the owner's primary source of personal income|2012|7043||45.3||1424||56.0||5620||43.3||7.8||2.9||14.7||2.2||10.7||3.5|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||70|Native Hawaiian and Other Pacific Islander|01|Female|DF|Business was not the owner's primary source of personal income|2012|8490||54.7||1118||44.0||7372||56.7||9.7||2.9||19.1||2.3||9.3||3.5|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||70|Native Hawaiian and Other Pacific Islander|01|Female|DG|Total reporting|2012|15533||100.0||2542||100.0||12992||100.0||6.7||0||16.1||0||6.9||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||70|Native Hawaiian and Other Pacific Islander|01|Female|DH|Item not reported|2012|362||0|X|17||0|X|345||0|X|32.8||0|X|85.0||0|X|35.2||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||70|Native Hawaiian and Other Pacific Islander|02|Male|DE|Business was the owner's primary source of personal income|2012|10108||49.3||2926||70.2||7182||44.0||6.0||2.2||6.3||2.8||7.8||2.6|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||70|Native Hawaiian and Other Pacific Islander|02|Male|DF|Business was not the owner's primary source of personal income|2012|10382||50.7||1242||29.8||9140||56.0||7.1||2.2||12.4||2.8||7.8||2.6|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||70|Native Hawaiian and Other Pacific Islander|02|Male|DG|Total reporting|2012|20491||100.0||4169||100.0||16322||100.0||4.8||0||5.8||0||5.7||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||70|Native Hawaiian and Other Pacific Islander|02|Male|DH|Item not reported|2012|95||0|X|5||0|X|90||0|X|36.2||0|X|89.5||0|X|39.0||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||80|Some other race|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|290180||62.5||55986||72.4||234193||60.5||.6||.4||2.4||.7||1.1||.6|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||80|Some other race|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|174236||37.5||21379||27.6||152857||39.5||1.5||.4||2.1||.7||1.8||.6|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||80|Some other race|00|All owners of respondent firms|DG|Total reporting|2012|464415||100.0||77365||100.0||387050||100.0||.6||0||1.8||0||.7||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||80|Some other race|00|All owners of respondent firms|DH|Item not reported|2012|10136||0|X|117||0|X|10019||0|X|8.9||0|X|38.0||0|X|8.7||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||80|Some other race|01|Female|DE|Business was the owner's primary source of personal income|2012|108338||59.9||16557||70.2||91782||58.4||2.2||.6||3.5||1.2||2.8||.8|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||80|Some other race|01|Female|DF|Business was not the owner's primary source of personal income|2012|72517||40.1||7041||29.8||65476||41.6||2.6||.6||3.6||1.2||3.0||.8|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||80|Some other race|01|Female|DG|Total reporting|2012|180855||100.0||23597||100.0||157258||100.0||2.0||0||2.3||0||2.4||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||80|Some other race|01|Female|DH|Item not reported|2012|5662||0|X|28||0|X|5635||0|X|12.8||0|X|80.5||0|X|12.8||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||80|Some other race|02|Male|DE|Business was the owner's primary source of personal income|2012|181842||64.1||39430||73.3||142412||62.0||1.4||.6||2.3||.9||2.0||.8|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||80|Some other race|02|Male|DF|Business was not the owner's primary source of personal income|2012|101719||35.9||14338||26.7||87380||38.0||2.4||.6||4.4||.9||3.0||.8|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||80|Some other race|02|Male|DG|Total reporting|2012|283560||100.0||53768||100.0||229792||100.0||1.4||0||2.2||0||1.8||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||80|Some other race|02|Male|DH|Item not reported|2012|4474||0|X|89||0|X|4384||0|X|8.4||0|X|46.8||0|X|7.9||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||90|Minority|00|All owners of respondent firms|DE|Business was the owner's primary source of personal income|2012|2269617||54.2||600591||68.5||1669026||50.4||.5||.2||.8||.2||.6||.2|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||90|Minority|00|All owners of respondent firms|DF|Business was not the owner's primary source of personal income|2012|1920713||45.8||275556||31.5||1645157||49.6||.8||.2||1.0||.2||.8||.2|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||90|Minority|00|All owners of respondent firms|DG|Total reporting|2012|4190330||100.0||876147||100.0||3314183||100.0||.5||0||.7||0||.5||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||90|Minority|00|All owners of respondent firms|DH|Item not reported|2012|71781||0|X|1893||0|X|69888||0|X|3.7||0|X|5.5||0|X|3.9||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||90|Minority|01|Female|DE|Business was the owner's primary source of personal income|2012|963382||52.4||202772||66.6||760610||49.6||.7||.2||1.3||.4||.9||.3|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||90|Minority|01|Female|DF|Business was not the owner's primary source of personal income|2012|875130||47.6||101816||33.4||773314||50.4||1.0||.2||1.4||.4||1.1||.3|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||90|Minority|01|Female|DG|Total reporting|2012|1838512||100.0||304588||100.0||1533924||100.0||.7||0||1.0||0||.8||0|
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||90|Minority|01|Female|DH|Item not reported|2012|45663||0|X|740||0|X|44923||0|X|4.2||0|X|14.9||0|X|4.4||0|X
01|00|000|00000|000|00000|00000|0100000US|United States||00|Total for all sectors||90|Minority|02|Male|DE|Business was the owner's primary source of personal income|2012|1306235||55.5||397819||69.6||908416||51.0||.6||.2||.9||.3||.6||.2|
